GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!In labor force,Percent!!EMPLOYMENT STATUS!!Percent Unemployed,median housing price
41039,"Lane County, Oregon","354,542","173,514","181,028","35,476","44,914","40,275","45,328","25,327","25,894",38.8,"27,667","297,327","3,133","3,059","10,245","156,535",40675,146327,26405,27207,36588,41688,14870,41695,50143,37792,52570,25597,417.0,7.7,26.0,32.8,25.8,27.6,171797,12.0,206600
41051,"Multnomah County, Oregon","759,256","375,716","383,540","51,624","141,349","118,788","98,897","49,587","43,302",36.4,"84,262","544,079","41,493","5,142","49,972","325,785",51799,305576,26659,56956,33150,56351,24646,56584,59069,39645,65439,35093,721.0,11.2,45.3,46.9,36.5,34.7,426374,10.1,255600
41067,"Washington County, Oregon","547,672","270,379","277,293","32,112","84,132","83,104","75,488","34,262","28,865",35.9,"87,789","375,325","9,376","2,226","48,038","214,294",63530,203250,44582,76355,44436,65973,43005,70425,75894,42000,76376,41664,1239.0,11.7,42.5,44.2,38.7,34.3,294320,8.8,265100
42003,"Allegheny County, Pennsylvania","1,229,338","590,186","639,152","86,544","171,622","141,804","177,357","89,994","82,277",41.0,"21,733","984,169","158,367","1,450","36,113","588,509",50884,527219,28715,48713,42419,55624,20210,58825,62621,34140,69212,31395,1274.0,19.5,51.5,45.3,34.8,22.4,658061,7.5,121900
42007,"Beaver County, Pennsylvania","170,245","82,238","88,007","9,791","19,006","18,963","26,727","13,917","11,170",44.8,"2,198","153,458","10,559",16,"1,094","78,251",47083,70767,24648,46418,67409,49199,25131,55508,64206,29052,63001,26133,224.0,12.6,33.7,24.5,21.4,12.3,87412,8.1,112100
42011,"Berks County, Pennsylvania","413,491","202,956","210,535","28,723","46,287","50,832","62,431","29,035","23,385",39.7,"72,258","312,460","17,339",210,"5,837","164,689",52022,151291,22422,56655,25366,58298,27211,57386,65267,33337,64264,30445,253.0,5.8,27.5,26.5,22.9,13.0,217291,9.9,166500
42017,"Bucks County, Pennsylvania","627,053","307,535","319,518","33,842","68,222","79,553","104,895","51,686","37,910",42.5,"28,566","539,553","22,247",170,"26,478","245,865",75471,231626,43200,115314,56250,76665,41617,85200,90382,44277,90345,40759,554.0,14.9,38.8,45.9,36.7,26.1,344796,8.0,305600
42027,"Centre County, Pennsylvania","155,171","80,335","74,836","31,727","20,034","15,356","17,572","8,324","7,616",29.3,"4,039","135,698","4,277",588,"7,878","63,743",50809,56980,31512,31610,32251,52831,16402,53626,75356,39142,67776,25198,489.0,10.4,50.5,43.4,37.1,28.4,76230,5.9,196100
42029,"Chester County, Pennsylvania","506,575","248,702","257,873","30,595","55,493","66,772","80,568","35,449","30,905",40.0,"34,471","412,166","28,677",226,"20,622","193,868",82442,184574,52738,125303,52440,86523,32161,91438,101877,49537,100635,46754,845.0,14.5,55.3,58.3,48.7,35.6,278242,7.1,322900
42041,"Cumberland County, Pennsylvania","238,614","118,587","120,027","16,584","29,864","29,608","34,938","16,688","15,158",41.3,"7,267","211,492","7,562",214,"7,802","101,124",57785,94453,22382,77488,39520,58071,27506,60590,69345,39402,72574,34071,680.0,8.9,36.1,39.3,31.1,23.2,128167,7.4,187000
42043,"Dauphin County, Pennsylvania","269,665","130,347","139,318","16,794","36,680","33,085","39,546","21,229","15,629",39.7,"20,323","186,754","47,340",265,"8,789","120,950",52228,107336,37920,75833,27001,58180,22689,54220,65286,39766,66203,31645,488.0,17.5,35.9,29.5,27.0,21.7,143853,7.4,158600
42045,"Delaware County, Pennsylvania","561,098","269,387","291,711","40,279","68,884","67,269","83,088","40,830","31,506",39.1,"18,025","392,288","112,714",539,"28,013","222,199",61065,204112,37149,69743,30436,70274,26426,65056,78373,42371,79095,33027,175.0,10.9,39.1,41.5,34.6,28.2,290490,8.9,233500
42049,"Erie County, Pennsylvania","280,646","137,769","142,877","22,221","33,787","32,600","39,366","20,715","17,219",38.5,"10,170","241,581","18,436",586,"3,350","119,404",46563,109973,23670,29215,17270,48632,14937,46450,61055,31863,58942,25076,216.0,11.0,33.1,28.5,24.8,16.9,141039,9.2,115200
42055,"Franklin County, Pennsylvania","151,275","73,652","77,623","8,181","17,812","19,433","20,687","10,572","8,780",39.8,"7,029","135,666","5,359",174,"1,444","63,766",51938,58515,31411,73209,36482,53483,25766,60634,61282,39864,61559,31348,188.0,9.2,26.6,18.7,18.7,18.5,77143,7.2,174500
42069,"Lackawanna County, Pennsylvania","214,477","103,011","111,466","15,368","25,245","24,247","31,076","15,169","14,423",42.0,"11,851","190,483","5,620",449,"4,007","96,718",43053,85491,34575,41719,30809,44722,25175,49892,57577,28642,57593,24751,158.0,13.7,31.1,32.4,28.2,13.2,108002,10.0,145000
42071,"Lancaster County, Pennsylvania","526,823","257,491","269,332","36,107","63,869","61,430","73,454","35,514","30,597",38.5,"48,848","442,391","17,249",169,"10,612","204,755",54776,194198,35823,77484,30396,58138,38878,56907,68732,38962,66530,31008,781.0,8.3,25.6,30.0,23.8,20.7,270306,7.0,188800
42077,"Lehigh County, Pennsylvania","355,245","171,873","183,372","21,417","44,625","45,649","52,333","23,805","21,138",39.6,"71,943","246,984","18,334",268,"11,498","143,022",53935,133861,39979,90787,32944,58820,26923,57038,65275,36770,65858,31904,300.0,7.8,36.1,35.0,27.5,19.5,188164,8.7,191900
42079,"Luzerne County, Pennsylvania","321,027","158,281","162,746","21,324","36,577","39,018","47,911","22,989","21,838",43.1,"25,764","278,106","10,708",450,"3,372","148,402",42370,129158,19048,41679,27930,44452,22989,44464,57373,27052,55151,23960,253.0,10.1,27.0,24.3,21.7,12.4,158961,8.1,124000
42081,"Lycoming County, Pennsylvania","117,168","57,142","60,026","9,590","13,855","13,656","17,159","8,034","7,868",41.3,"1,822","107,221","4,955",241,968,"52,533",45710,45595,33936,82774,23170,46753,23109,53225,58143,29313,59552,25666,129.0,10.1,27.7,17.4,20.0,12.2,60847,9.6,130500
42091,"Montgomery County, Pennsylvania","808,460","391,920","416,540","43,374","100,155","105,236","125,591","60,922","45,524",41.0,"36,453","630,752","69,197",806,"53,339","326,224",76953,308795,53730,82765,52997,80053,41232,83505,93859,45791,96252,41532,915.0,16.1,54.8,54.7,46.4,33.5,445361,7.1,288500
42095,"Northampton County, Pennsylvania","299,267","147,182","152,085","21,101","31,884","37,777","44,970","24,086","15,898",41.6,"33,724","238,292","13,511",235,"7,795","120,685",55447,112574,33055,90619,30490,58534,32284,64230,66852,36927,68395,32376,322.0,11.1,32.1,31.0,25.4,16.9,153225,8.9,196900
42101,"Philadelphia County, Pennsylvania","1,547,607","731,316","816,291","144,131","263,737","187,738","193,767","92,983","77,300",33.6,"201,001","563,331","644,014","2,896","98,372","668,247",35386,579874,27828,35901,25925,50384,20244,41457,39830,26494,44299,26364,566.0,13.2,37.4,25.4,18.7,15.8,730715,15.9,142300
42125,"Washington County, Pennsylvania","208,716","101,945","106,771","12,759","21,039","26,104","31,904","16,723","14,941",44.0,"2,667","194,451","5,538",0,"1,307","93,336",54061,84509,19552,105521,60188,54455,25898,68108,62364,38113,68286,32410,468.0,13.0,36.6,34.7,26.3,15.0,107722,6.7,150600
42133,"York County, Pennsylvania","437,846","215,858","221,988","26,183","50,966","58,043","67,815","31,013","27,578",40.6,"26,603","374,573","22,943",288,"5,597","179,687",55648,168508,31558,92623,32573,57808,35304,62955,67105,35371,66819,30825,695.0,7.8,28.9,27.8,20.7,13.8,231541,8.3,167400
44007,"Providence County, Rhode Island","628,323","304,154","324,169","54,696","86,653","79,205","89,620","40,505","34,223",37.1,"124,239","408,994","45,928","2,301","24,504","263,940",48098,239398,34439,42079,28124,55179,24870,52920,61530,29737,62624,28503,199.0,11.0,31.4,30.4,25.4,19.1,332704,10.2,207500
44009,"Washington County, Rhode Island","125,946","60,644","65,302","11,190","10,123","13,920","20,125","10,378","8,738",43.3,"3,415","115,724","2,199","1,140","2,470","62,506",70649,50360,19635,34221,51151,72467,27241,74698,84811,55162,89538,41854,248.0,17.6,40.8,53.9,43.3,36.5,70096,7.0,300000
45013,"Beaufort County, South Carolina","168,049","82,531","85,518","10,067","20,208","17,319","19,011","9,577","12,946",43.1,"19,833","111,606","31,408",279,"1,850","93,325",54188,63505,35362,23750,50210,63981,37479,53673,57644,58583,65443,32040,391.0,3.6,23.1,36.3,37.6,48.0,79477,7.6,254400
45015,"Berkeley County, South Carolina","189,781","93,895","95,886","14,690","27,253","26,586","25,680","12,017","9,900",35.2,"11,458","121,221","46,986","1,315","3,724","75,431",49500,65832,35417,58136,44685,57510,32135,55991,52346,40575,58019,35647,877.0,7.8,27.6,29.0,20.1,15.2,97183,12.9,155600
45019,"Charleston County, South Carolina","365,162","177,430","187,732","31,483","60,733","44,073","48,109","23,676","22,494",36.0,"19,357","228,802","103,991",629,"4,757","172,811",48593,143705,28391,66655,40329,60565,25068,51426,52997,41315,58552,35260,1613.0,13.6,42.6,45.0,36.4,31.6,197219,9.7,231800
45035,"Dorchester County, South Carolina","142,496","69,468","73,028","9,196","19,565","19,604","21,080","8,694","7,666",36.0,"6,591","93,039","34,784","1,351","2,393","56,150",53637,52594,34541,50604,49375,60910,35883,51840,62282,42866,62251,30531,642.0,9.4,22.2,28.1,22.9,19.0,71865,9.2,159100
45041,"Florence County, South Carolina","137,948","65,007","72,941","10,158","17,254","17,828","18,437","9,952","8,061",38.0,"3,277","73,777","56,618",76,"1,748","58,948",41251,51418,31592,62235,33750,49512,17602,48396,46204,31523,50323,25532,210.0,2.7,20.3,29.7,23.0,19.6,66881,11.6,112400
45045,"Greenville County, South Carolina","467,605","226,898","240,707","32,113","62,604","63,231","66,126","31,895","24,469",37.2,"39,629","325,586","84,400","1,070","9,858","197,303",46654,176523,26798,60741,25980,54098,21853,48111,57128,33267,59363,26066,1974.0,10.5,35.4,36.7,33.5,22.5,232817,8.9,154800
45051,"Horry County, South Carolina","282,285","136,635","145,650","19,558","34,880","34,086","37,120","18,096","22,932",41.8,"17,528","217,794","37,295","1,079","3,220","188,590",40353,118092,27229,27045,34339,42025,18796,42235,42689,37735,48309,26561,2029.0,8.7,17.8,26.8,19.3,22.1,139278,10.5,154100
45063,"Lexington County, South Carolina","270,406","131,826","138,580","18,086","34,621","36,563","39,872","20,665","14,765",38.3,"15,392","205,983","38,183",570,"4,081","116,247",52314,105560,37209,81625,45351,57166,23589,52529,62418,39980,62345,31356,1340.0,8.7,31.6,30.9,29.1,23.5,144928,9.4,141000
45073,"Oconee County, South Carolina","74,627","36,598","38,029","4,570","7,938","8,055","10,726","5,628","5,064",44.7,"3,460","63,850","6,236",155,304,"38,889",37383,30688,24967,44500,35872,40875,20046,39708,48517,32427,45604,24789,177.0,3.4,14.5,20.1,25.3,19.2,30901,14.1,140500
45075,"Orangeburg County, South Carolina","91,476","43,185","48,291","8,110","10,088","9,952","12,157","6,307","6,132",39.5,"1,850","30,853","56,406",139,887,"42,341",34185,34286,27920,49185,27701,45174,9546,38160,37801,28220,41133,18475,71.0,4.0,22.8,19.5,17.5,20.3,41271,16.2,82900
45079,"Richland County, South Carolina","393,830","191,909","201,921","40,078","60,976","49,834","51,219","24,480","19,089",33.1,"19,651","175,522","179,735",417,"9,314","163,850",47940,141771,35723,57062,52310,59990,24394,47000,60728,37636,63928,30984,1178.0,7.6,41.9,37.3,37.6,30.6,211808,10.2,148700
45083,"Spartanburg County, South Carolina","288,745","139,804","148,941","20,239","34,295","38,322","40,316","17,006","19,630",38.1,"17,731","200,152","58,230",465,"6,229","123,161",40879,108569,26178,58333,42033,45428,16650,45438,49458,30881,48522,25010,727.0,8.5,22.5,20.8,21.5,16.9,136194,10.9,114800
45085,"Sumter County, South Carolina","108,052","51,897","56,155","8,458","15,287","12,443","14,711","6,132","6,569",35.4,"3,868","50,459","48,431",90,"1,479","46,461",39667,40321,31391,30893,48202,43287,29573,41530,43006,34472,46032,25074,251.0,5.3,9.1,29.0,19.6,14.9,53043,14.2,107700
46099,"Minnehaha County, South Dakota","175,037","87,120","87,917","12,527","28,175","21,896","23,875","11,445","9,019",34.6,"7,662","149,090","7,310","4,861","3,271","73,157",48338,67390,26730,46821,44635,50458,27557,50614,58806,37508,62482,33187,980.0,7.6,29.5,28.6,27.2,21.2,100484,4.3,148900
47037,"Davidson County, Tennessee","648,295","313,700","334,595","53,058","121,888","88,258","83,676","39,262","33,774",33.9,"64,031","369,181","179,857","1,042","21,226","286,745",44567,258465,31514,53287,33823,52703,21647,45813,52143,36440,58790,31398,1342.0,17.9,45.6,38.4,33.9,27.3,356470,8.7,166700
47065,"Hamilton County, Tennessee","345,545","166,411","179,134","24,925","46,374","43,517","47,967","24,609","21,557",38.8,"16,505","247,642","69,147",405,"6,932","152,464",47667,135387,26880,40774,31220,54499,22602,44359,60927,35951,60737,27704,948.0,10.1,30.1,33.2,26.9,22.6,175634,8.1,157800
47093,"Knox County, Tennessee","441,311","214,208","227,103","39,275","61,489","57,143","60,310","29,692","24,665",37.1,"16,631","366,249","40,581",938,"8,008","196,741",46196,182792,27226,54326,24791,49190,19687,50868,57322,30018,61306,29318,916.0,13.1,39.7,39.1,35.1,23.8,229068,6.8,157400
47125,"Montgomery County, Tennessee","184,468","91,020","93,448","17,964","34,674","24,474","21,499","9,246","6,947",30.1,"16,328","122,209","34,537",719,"3,421","73,752",47850,64699,32099,43432,50198,51175,30749,47823,52781,52531,51840,30903,1308.0,6.6,26.3,29.8,18.1,21.8,93377,10.2,143500
47149,"Rutherford County, Tennessee","274,454","136,354","138,100","23,933","41,323","42,373","35,815","14,684","12,687",33.3,"19,291","205,342","35,166",351,"7,527","104,840",53132,97326,46959,62043,39486,54871,28242,57321,61383,36180,63439,33391,1275.0,7.0,36.1,33.3,29.4,16.7,147695,8.1,158800
47157,"Shelby County, Tennessee","940,764","449,152","491,612","71,687","132,976","123,223","128,683","60,953","52,380",34.6,"55,723","355,517","489,589","1,575","23,018","399,778",44694,344327,31079,81383,33764,62901,16410,42934,53428,36156,55267,27452,1050.0,9.0,28.8,32.4,29.8,24.6,474250,11.5,129400
47187,"Williamson County, Tennessee","192,911","94,286","98,625","8,634","20,290","27,568","32,099","11,865","12,434",38.3,"9,041","166,091","8,640",191,"5,806","70,421",90759,66726,50453,84595,53377,95602,30810,96493,105785,52154,107278,41434,1047.0,25.6,51.7,77.4,53.3,36.7,101266,3.9,350400
47189,"Wilson County, Tennessee","118,961","57,718","61,243","6,579","13,779","16,888","17,820","8,540","7,045",39.8,"4,147","103,390","8,132",385,"1,289","47,068",56485,42559,28534,56511,58085,59096,25336,63688,63317,44179,65736,29415,735.0,2.7,41.3,34.4,25.9,16.9,59692,6.4,188000
48005,"Angelina County, Texas","87,597","42,780","44,817","6,047","11,444","10,230","11,923","4,996","4,751",36.1,"18,091","54,590","13,638",218,272,"36,077",39489,30199,24854,"250,000+",27206,45672,20638,37697,49223,31305,44666,20078,55.0,5.9,11.9,12.9,15.4,12.7,38047,11.2,85600
48027,"Bell County, Texas","323,037","161,088","161,949","31,790","55,495","40,781","38,112","16,464","12,665",30.1,"73,357","159,789","66,844","1,199","8,246","129,549",49091,104604,38753,61104,42835,56021,34050,47231,62897,41216,56293,29050,1846.0,4.8,16.9,28.7,23.0,22.3,153455,8.8,121200
48029,"Bexar County, Texas","1,785,704","877,354","908,350","141,868","269,938","237,110","231,283","99,113","86,625",33.1,"1,054,725","528,856","125,369","4,108","42,799","670,689",49874,607310,40894,60526,41102,66608,24337,51681,58242,38449,57177,32523,2873.0,6.9,25.4,28.7,27.0,22.9,899118,8.4,123000
48039,"Brazoria County, Texas","324,769","163,175","161,594","19,570","46,257","48,189","46,032","21,659","14,902",35.3,"92,718","167,458","40,610",668,"18,397","122,219",65024,110093,64432,91817,55389,67128,28852,72133,74442,42618,76378,39731,1922.0,8.5,29.0,33.0,24.6,19.5,158418,6.7,146900
48041,"Brazos County, Texas","200,665","102,018","98,647","45,800","31,274","20,226","18,039","7,085","7,793",25.0,"48,345","116,580","21,047",481,"11,296","80,062",39898,70780,36053,28636,29374,47752,15479,46413,62077,46434,60484,19654,727.0,13.7,46.5,35.6,36.2,42.7,102815,8.4,157100
48061,"Cameron County, Texas","415,557","200,738","214,819","29,963","50,503","52,930","46,450","22,392","17,137",31.0,"367,255","42,556","1,760",129,"2,964","144,029",30953,121179,27424,113375,28744,44767,19385,33139,36071,22178,33600,18420,1012.0,2.2,16.0,19.1,15.3,14.3,164369,12.1,75700
48085,"Collin County, Texas","834,642","410,881","423,761","43,999","111,327","142,026","127,434","50,422","35,154",35.7,"125,485","514,600","74,016","3,066","97,360","310,927",81364,294576,65207,91007,54353,87379,30706,84132,100107,53546,97682,46443,6140.0,13.3,47.8,54.5,50.1,38.7,452273,4.5,206700
48113,"Dallas County, Texas","2,453,843","1,214,037","1,239,806","176,730","395,903","351,136","323,684","132,088","113,241",32.8,"954,070","786,798","539,285","3,810","130,095","952,825",47301,862007,35774,62396,37346,66058,26625,46738,58495,37927,53566,36055,3531.0,9.3,28.7,27.9,28.6,26.7,1268147,8.6,128900
48121,"Denton County, Texas","707,304","348,708","358,596","50,583","106,221","113,494","102,444","37,650","31,614",33.7,"131,954","443,752","57,000","2,529","48,676","266,377",71053,250239,53385,90541,50594,79876,28134,73817,84120,45994,85522,42095,3460.0,10.1,38.0,45.2,40.3,29.1,394230,6.9,183800
48135,"Ector County, Texas","144,325","72,278","72,047","12,020","21,573","17,959","17,781","8,919","6,277",31.6,"79,476","55,862","6,268",281,"1,264","54,309",51946,49382,30967,114099,49621,58161,35381,61028,57089,34143,62162,27355,581.0,4.4,13.5,10.0,14.9,14.6,71274,4.7,95500
48139,"Ellis County, Texas","153,969","76,182","77,787","8,764","19,964","21,183","21,765","9,552","8,405",35.3,"37,415","99,545","14,235",290,988,"55,510",57097,52925,48785,243223,41182,65065,35117,57036,68443,42875,65350,36606,643.0,4.1,17.9,21.1,23.2,18.8,78474,7.9,140900
48141,"El Paso County, Texas","827,398","403,987","423,411","69,117","115,461","105,603","100,828","44,034","35,000",31.1,"671,452","111,926","24,593","2,155","8,265","278,742",40345,260645,45700,66617,35673,55239,25052,47504,43943,28815,45256,22259,3176.0,5.6,23.2,24.0,20.8,14.3,372396,10.4,113200
48157,"Fort Bend County, Texas","627,293","308,215","319,078","35,112","78,181","97,370","94,906","44,011","29,703",35.6,"150,755","222,888","128,895","1,018","109,299","208,466",86256,197148,70295,101959,60673,107456,48850,85678,101356,51624,94078,42908,6517.0,9.3,35.5,48.7,44.0,35.5,314657,5.8,187000
48167,"Galveston County, Texas","300,484","149,251","151,233","18,919","39,403","39,263","45,388","20,888","17,692",37.5,"69,608","175,096","39,785",512,"9,536","135,953",60551,111204,37964,96858,48654,71197,22699,71037,70664,40590,73985,39659,1784.0,8.0,30.3,28.0,28.8,24.2,149954,7.9,145500
48183,"Gregg County, Texas","122,658","60,252","62,406","9,862","16,391","14,675","16,079","8,106","6,047",35.4,"21,185","73,566","23,465",487,"1,367","50,207",42153,43650,24884,49069,46715,48131,20802,45403,51257,33948,53190,26769,228.0,4.4,17.2,20.7,17.8,24.5,58849,8.3,109500
48201,"Harris County, Texas","4,253,700","2,120,216","2,133,484","312,290","686,958","606,370","554,456","238,818","197,223",32.5,"1,764,047","1,365,114","784,547","5,914","269,252","1,628,479",51289,1443611,36275,65590,40269,76423,27331,50623,62437,38417,59210,36441,14550.0,8.7,29.4,28.2,28.7,27.4,2200438,9.0,130900
48209,"Hays County, Texas","168,990","84,324","84,666","19,970","23,334","21,385","20,316","10,133","7,630",30.6,"61,286","97,077","5,233",452,"1,595","64,338",52615,57395,48327,114107,46927,57573,17745,58354,63032,52297,67584,26986,1426.0,5.2,28.0,38.1,41.7,42.7,87950,8.5,178900
48215,"Hidalgo County, Texas","806,552","394,018","412,534","62,206","108,091","106,245","84,039","35,418","29,500",28.6,"733,012","59,722","3,547",791,"8,178","254,809",33761,222849,75954,119196,32000,41797,15742,37840,38530,22686,35673,19150,2866.0,4.2,19.2,19.8,15.0,10.2,325529,11.6,80300
48245,"Jefferson County, Texas","251,813","128,932","122,881","19,765","35,934","30,754","35,122","16,237","13,405",36.1,"45,772","109,343","82,042",728,"9,265","106,123",40795,93111,25924,49861,35310,52577,23010,43074,50308,29537,51104,24981,539.0,6.3,18.9,18.6,19.5,17.0,114389,11.2,97900
48251,"Johnson County, Texas","153,441","76,781","76,660","9,729","18,258","20,849","22,513","9,820","8,475",36.6,"29,070","115,721","3,795",488,"1,137","57,703",57569,52680,34690,33253,44611,60601,30850,64194,64194,39270,63878,32887,558.0,3.3,13.4,16.3,13.5,12.5,77005,9.2,121000
48257,"Kaufman County, Texas","106,753","52,868","53,885","5,828","14,146","15,132","14,841","6,521","5,676",35.4,"19,448","73,407","9,711",575,842,"38,672",54224,35432,35052,57402,52679,56868,40517,61983,66884,28560,61694,29925,219.0,5.9,20.2,13.6,20.8,13.6,51673,8.3,121400
48303,"Lubbock County, Texas","285,760","141,372","144,388","37,090","40,983","31,794","32,970","16,174","12,911",30.9,"94,060","160,890","20,025",497,"5,555","117,827",41783,106257,32864,70086,32594,49790,18532,45668,52797,38519,53903,24481,744.0,9.8,28.9,29.0,26.0,28.4,148389,7.4,109300
48309,"McLennan County, Texas","238,707","116,414","122,293","25,374","30,229","26,683","29,870","14,687","11,929",33.2,"58,200","138,631","34,520",496,"3,889","96,063",40658,85171,26504,49075,31452,49326,18257,47300,60253,30433,52702,21941,489.0,12.6,20.0,21.4,25.1,20.4,112143,7.7,104600
48329,"Midland County, Texas","146,645","72,576","74,069","10,445","23,732","17,801","18,540","8,406","7,695",32.3,"58,301","75,250","9,741",604,"2,137","55,223",61331,51216,40853,78117,50565,76726,49525,61680,79599,35646,68870,33761,599.0,5.7,23.1,19.9,27.2,20.8,76296,3.5,148900
48339,"Montgomery County, Texas","485,047","240,285","244,762","27,349","63,079","68,451","70,443","30,698","27,156",36.5,"105,013","338,419","19,244",711,"10,957","184,849",65610,166278,47827,85413,45174,70967,24779,70830,77913,43026,76562,38694,3364.0,6.6,31.4,30.9,34.3,27.2,233250,7.2,167500
48347,"Nacogdoches County, Texas","66,034","30,953","35,081","9,767","6,883","6,698","7,675","3,954","3,271",29.6,"12,047","40,139","12,484",120,"1,002","27,686",32555,24099,20521,30865,40380,36024,20761,34871,50009,28402,47154,21098,38.0,6.0,18.1,20.5,19.7,35.8,30770,8.6,109800
48355,"Nueces County, Texas","347,691","171,151","176,540","26,571","48,250","42,430","46,390","24,168","18,017",35.3,"213,991","111,072","12,845","1,397","5,609","142,589",49169,123035,28549,45633,41770,60790,25986,52259,58550,40313,57143,28690,1014.0,8.0,17.6,18.5,19.3,19.8,172719,6.4,113300
48375,"Potter County, Texas","122,335","62,773","59,562","9,621","18,408","15,769","15,076","6,982","5,669",33.0,"44,656","58,224","10,485",847,"5,003","47,902",35426,43376,23984,43275,30653,41050,19705,44357,37522,28792,45921,22068,593.0,4.2,16.1,17.2,14.0,15.5,55868,5.8,86900
48423,"Smith County, Texas","214,821","104,360","110,461","17,154","26,788","25,877","26,956","13,399","11,461",36.0,"38,559","132,136","38,677",447,"2,931","87,755",46286,78290,28831,51803,35853,56958,28872,48761,60961,30729,55474,29577,228.0,8.3,20.9,23.5,26.2,24.4,102728,6.3,121100
48439,"Tarrant County, Texas","1,880,153","922,946","957,207","129,944","277,112","266,568","262,666","102,354","94,358",33.7,"515,640","950,311","282,756","4,768","89,628","724,574",56040,665139,38567,67197,39179,68653,26115,56165,68675,42422,66180,35383,4640.0,7.7,27.7,30.7,31.8,25.9,974221,7.6,135000
48441,"Taylor County, Texas","133,473","65,627","67,846","14,124","19,354","14,316","16,013","7,960","6,448",32.4,"30,538","88,308","9,738",313,"2,378","56,105",43855,49548,30798,21684,31399,50181,20985,45542,59037,40311,54679,26779,234.0,9.7,13.5,25.3,29.3,25.1,64560,7.4,101700
48451,"Tom Green County, Texas","113,281","56,160","57,121","10,473","16,333","12,044","14,403","6,290","6,626",34.6,"41,575","63,984","5,131",30,"1,413","46,854",44651,42516,30105,41282,38746,51144,26968,50762,50317,39327,57987,26948,229.0,4.4,15.8,16.4,20.3,20.2,57999,6.2,104100
48453,"Travis County, Texas","1,095,584","552,618","542,966","94,375","210,415","168,573","138,531","60,334","47,690",32.5,"370,741","547,393","87,744","1,492","62,387","450,876",57368,414318,40978,83544,39076,70324,19639,58893,70569,54254,72236,41350,4428.0,14.5,44.3,46.6,45.0,41.3,619974,7.0,217600
48469,"Victoria County, Texas","89,269","43,869","45,400","5,422","11,542","10,767","11,808","6,513","4,574",35.6,"39,686","41,605","4,165",57,"1,099","35,462",50076,31850,21875,46535,43378,56906,30672,57776,62176,35893,57918,27165,111.0,5.3,15.0,14.4,16.1,14.8,45011,7.0,110100
48485,"Wichita County, Texas","131,559","68,273","63,286","12,790","19,884","14,346","16,729","7,544","7,006",33.4,"22,994","88,868","12,996",662,"2,278","55,689",45363,48702,24400,71974,44934,48597,16858,48938,57300,40751,55899,28735,118.0,4.0,16.9,22.8,23.3,20.0,65109,5.8,93700
48491,"Williamson County, Texas","456,232","224,833","231,399","25,582","65,256","75,604","62,560","26,168","18,951",35.0,"108,120","286,276","28,877",592,"23,129","167,203",70721,156215,51767,101371,58551,73011,37109,75226,77073,50751,79847,42718,2357.0,7.9,40.8,41.7,34.4,35.3,240344,7.0,179600
49011,"Davis County, Utah","315,809","158,534","157,275","19,916","47,365","42,012","35,092","16,372","11,506",30.1,"27,544","269,027","3,318","1,176","6,892","99,677",68931,96886,68978,97614,44717,70098,31334,66933,86804,52230,75114,36240,1324.0,2.6,35.7,40.1,34.1,25.8,153266,3.7,213200
49035,"Salt Lake County, Utah","1,063,842","534,946","528,896","81,397","180,544","144,094","123,019","59,510","45,160",31.4,"186,217","779,237","15,664","6,682","37,620","369,102",58856,348561,50043,59310,38787,62721,31472,60106,71596,41786,67788,36423,2458.0,8.3,32.5,33.6,32.2,31.5,562571,7.4,220400
