GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate
45045,"Greenville County, South Carolina","491,863","239,243","252,620","32,730","66,899","64,158","67,457","32,500","28,428",37.8,"43,479","339,383","86,753",866,"11,248","203,431",51908,186036,32618,64890,33690,60237,38451,57300,61122,40068,64494,31301,2554.0,161200,11.9,34.8,39.4,31.6,26.3,244289,6.0
45051,"Horry County, South Carolina","309,199","150,427","158,772","17,774","37,024","35,498","40,921","22,456","24,102",44.6,"18,730","237,431","40,145","1,417","3,396","196,128",47541,124949,25233,55670,34967,51523,24703,50950,50352,45797,56997,28768,3578.0,170900,6.9,27.4,25.5,21.6,23.7,146495,6.8
45063,"Lexington County, South Carolina","281,833","138,251","143,582","16,814","37,404","36,668","40,235","18,470","18,921",39.3,"16,254","212,464","42,049",463,"5,216","119,733",55227,108197,39141,58286,50487,60064,27913,58378,64532,43634,70069,33911,1673.0,146700,7.5,36.7,31.8,29.1,26.8,145404,5.6
45077,"Pickens County, South Carolina","121,691","61,536","60,155","14,836","14,395","13,381","15,791","8,245","6,149",36.7,"4,225","104,694","7,760",239,"2,241","52,418",42449,46830,39060,30921,38528,44838,17722,48255,53474,35558,60070,22533,358.0,134100,8.8,26.4,17.3,20.6,23.6,55315,5.2
45079,"Richland County, South Carolina","407,051","197,036","210,015","44,725","59,503","49,429","49,985","23,606","22,775",33.1,"20,831","177,562","183,884",394,"11,032","168,970",51301,146898,38549,50938,38508,66814,22201,51210,58386,51156,67660,33994,1628.0,156600,12.3,40.0,35.4,38.7,32.6,220709,7.7
45083,"Spartanburg County, South Carolina","297,302","143,514","153,788","20,758","36,742","36,112","42,124","18,456","18,564",38.5,"19,413","204,010","60,595",443,"7,173","125,372",45125,112951,33035,66382,44006,50517,32117,50161,55283,33813,58112,26359,1399.0,130100,8.1,22.6,26.1,24.6,20.0,143500,6.4
45085,"Sumter County, South Carolina","107,480","51,829","55,651","9,886","13,111","12,015","13,957","7,249","5,929",36.1,"4,320","49,302","50,274",191,"1,369","47,181",41169,41017,32431,59536,35652,54043,29511,41933,47497,31173,47278,25646,217.0,100900,2.5,18.1,19.1,15.9,17.7,50965,10.2
45091,"York County, South Carolina","251,195","120,847","130,348","15,453","30,956","33,779","37,473","15,801","15,942",38.6,"12,744","179,113","49,154","1,681","5,115","101,603",56359,96264,35010,70216,53017,62855,22743,56631,69275,42240,70343,30786,1934.0,171200,9.9,34.0,39.0,32.3,27.0,131456,6.6
46099,"Minnehaha County, South Dakota","185,197","93,535","91,662","12,616","29,323","24,017","22,877","11,549","10,641",34.9,"9,006","154,491","8,658","3,904","3,183","77,752",54918,73424,25404,66618,49146,58084,37195,59852,68405,34794,70858,33098,872.0,163200,13.3,36.6,31.2,27.9,27.3,102988,3.9
47001,"Anderson County, Tennessee","75,749","36,107","39,642","4,494","8,427","9,534","10,988","6,195","4,688",43.7,"2,016","67,831","2,848",464,844,"34,839",42744,31261,25432,37452,60988,44543,25613,40921,57377,32743,56947,23822,120.0,128700,3.7,22.1,26.8,26.0,24.0,35236,4.9
47037,"Davidson County, Tennessee","678,889","326,415","352,474","51,897","130,575","93,824","84,321","42,745","36,477",34.2,"67,768","383,703","182,257","2,473","21,148","298,808",52026,274187,34856,55826,40890,61987,31150,55306,58506,41012,61990,40351,3832.0,188200,17.2,49.1,39.0,33.5,31.1,383427,5.0
47065,"Hamilton County, Tennessee","354,098","170,278","183,820","24,062","49,044","44,369","45,982","25,070","23,080",39.5,"18,526","252,382","68,154",668,"7,505","156,388",48580,136858,31287,88060,38873,54976,20288,52843,61536,35517,63787,28531,1199.0,164300,9.1,33.6,36.9,30.2,22.7,177543,6.2
47093,"Knox County, Tennessee","451,324","219,838","231,486","41,130","59,861","56,048","60,029","30,251","26,760",37.2,"18,202","372,836","38,818",577,"8,744","200,472",52229,181292,28728,55548,38552,56182,23689,56028,62502,43559,66630,31470,1483.0,168900,15.5,40.0,41.8,35.0,30.3,239285,5.3
47119,"Maury County, Tennessee","87,757","42,138","45,619","4,847","11,651","11,431","12,173","6,896","5,610",40.0,"4,801","69,792","10,718",98,614,"36,251",50707,33326,45013,63841,41121,51510,50574,52758,55778,38220,58368,29186,875.0,148800,5.1,28.6,26.0,16.6,11.4,43168,4.9
47125,"Montgomery County, Tennessee","193,479","96,943","96,536","18,461","38,867","24,255","21,335","8,894","8,466",30.3,"19,083","123,997","37,054","1,283","4,266","78,303",48659,70494,45361,45600,50388,51642,33825,49416,58479,41982,57048,34395,1077.0,155600,10.0,28.1,32.6,24.5,19.3,97123,7.4
47147,"Robertson County, Tennessee","68,570","33,806","34,764","3,907","8,291","9,325","10,133","4,755","4,131",39.5,"4,364","57,546","5,340",0,364,"26,615",53204,24909,58148,39329,40723,54020,21137,49782,60734,52292,58498,30803,268.0,165700,8.9,18.2,22.6,15.8,11.8,33037,6.4
47149,"Rutherford County, Tennessee","298,612","148,271","150,341","29,340","41,608","43,697","39,765","18,214","12,955",33.5,"22,246","216,765","40,109",531,"9,548","112,110",60043,104177,42624,66416,46527,64448,37193,60909,72462,41975,70377,36947,2006.0,168600,8.7,35.3,32.9,29.3,20.6,163661,4.9
47155,"Sevier County, Tennessee","95,946","46,088","49,858","6,343","11,286","11,864","13,583","6,569","7,425",42.8,"5,182","86,962",709,822,910,"56,400",42107,37846,41480,40754,26529,43243,35237,40819,54568,35430,55513,26506,315.0,166100,7.6,21.5,14.9,21.5,17.5,51100,4.0
47157,"Shelby County, Tennessee","938,069","446,247","491,822","69,813","134,327","120,192","121,919","63,695","53,570",35.2,"57,120","343,916","494,735",532,"24,321","404,294",47083,348067,34378,68847,36912,71687,21305,45673,56258,40377,59073,30760,965.0,135800,8.5,30.1,33.6,28.7,28.7,474991,8.1
47187,"Williamson County, Tennessee","211,672","102,827","108,845","10,643","18,338","32,911","33,321","15,670","11,456",39.2,"10,092","180,666","10,365",0,"8,467","75,987",102881,72846,64991,128750,61090,105453,41706,102483,123374,73884,114035,51502,1947.0,379900,22.4,69.3,67.6,54.3,44.4,110032,3.8
47189,"Wilson County, Tennessee","128,911","62,880","66,031","7,951","13,831","16,736","20,178","8,847","8,617",40.1,"5,030","110,578","9,093",642,"1,716","50,206",64476,46158,61538,43877,38732,67266,32097,71839,71054,46389,72691,36152,937.0,233400,8.1,37.5,37.9,27.6,24.1,65300,6.5
48005,"Angelina County, Texas","88,255","43,763","44,492","5,703","11,550","11,774","9,851","4,575","6,081",37.1,"19,055","53,847","12,283",38,923,"36,312",49768,30052,25388,81619,38152,54719,39219,56339,53744,31667,54882,23664,54.0,96200,1.9,9.3,19.8,15.5,17.5,39581,10.5
48021,"Bastrop County, Texas","80,527","39,556","40,971","4,402","8,423","11,664","9,787","5,852","6,249",38.6,"28,834","42,855","5,137",784,683,"29,802",63129,25963,75577,96250,53074,71071,30175,70722,80549,39597,75918,30305,113.0,156900,1.4,14.7,17.4,19.2,23.4,37168,9.0
48027,"Bell County, Texas","334,941","166,720","168,221","31,572","57,711","42,112","36,684","16,433","14,699",30.5,"80,582","158,960","67,692",485,"9,188","135,718",48908,119178,40980,32000,41402,55411,34882,48149,60808,45787,56780,30318,1680.0,133200,4.7,24.1,25.5,24.9,28.8,163436,8.6
48029,"Bexar County, Texas","1,897,753","934,441","963,312","145,729","298,423","252,252","233,865","109,315","89,850",33.3,"1,129,340","542,207","136,493","2,791","51,700","684,166",52286,627634,46188,64030,45169,67817,30834,54667,61121,44856,60897,34808,3294.0,142100,6.5,25.2,29.8,26.8,24.1,928528,5.9
48039,"Brazoria County, Texas","346,312","174,117","172,195","19,468","46,825","53,114","46,516","21,377","19,423",35.9,"102,812","169,752","44,363","1,098","20,880","129,517",71251,117149,62610,101312,52284,77552,32069,82338,82350,40340,86465,37939,2975.0,164300,5.5,31.4,38.5,28.2,23.1,172809,5.6
48041,"Brazos County, Texas","215,037","108,407","106,630","43,484","33,929","22,601","19,901","9,871","7,772",25.8,"53,604","122,175","22,570",97,"12,671","85,231",44270,77628,30582,31097,40334,52655,15411,46525,71604,48241,70350,27285,1131.0,177000,9.8,45.8,41.5,37.9,37.8,108939,3.1
48085,"Collin County, Texas","914,127","448,837","465,290","52,180","116,004","148,594","140,001","52,566","45,139",36.6,"138,810","541,468","84,490","3,791","124,856","337,781",86217,322585,64735,106809,54595,93513,37107,88224,105150,55284,101524,49889,7878.0,261800,16.2,49.9,56.1,50.8,39.6,491218,3.7
48091,"Comal County, Texas","129,048","63,447","65,601","6,946","14,096","15,598","17,747","9,961","8,762",41.5,"34,913","87,623","2,869",221,"1,233","53,242",67363,45752,57325,53366,55845,75046,41650,65472,84902,52944,81296,40394,1670.0,239300,10.7,32.4,30.0,33.7,32.0,59740,3.4
48099,"Coryell County, Texas","75,503","36,661","38,842","9,050","15,575","9,525","8,536","3,647","3,137",30.5,"13,681","44,677","8,877",194,"1,520","26,164",45998,23880,54340,32813,26189,49440,26961,50655,51600,37642,56221,29334,142.0,113700,5.5,13.4,14.2,13.6,12.1,35384,8.1
48113,"Dallas County, Texas","2,553,385","1,257,431","1,295,954","184,222","409,662","358,245","330,144","148,280","123,381",33.4,"1,009,302","778,051","560,784","3,983","151,314","985,429",51799,905250,37426,76559,43634,71786,30936,52354,61003,42236,58236,40926,4806.0,145800,10.2,33.7,29.8,28.1,29.4,1324340,5.2
48121,"Denton County, Texas","780,612","383,956","396,656","53,760","117,188","121,397","113,870","47,075","34,431",34.8,"149,823","474,531","74,286","1,969","61,908","288,319",75649,274338,51797,95856,53088,84647,31845,77142,93350,53484,90593,44720,6594.0,224600,10.5,42.8,44.9,42.0,36.1,438109,4.5
48141,"El Paso County, Texas","835,593","410,358","425,235","71,993","121,025","104,064","97,901","47,380","38,229",32.0,"679,722","108,507","27,591","2,330","10,382","289,459",43692,260710,58904,53025,40666,57292,33890,47739,49581,32130,49059,27243,2518.0,114000,4.3,24.4,29.7,23.1,12.8,386463,6.4
48157,"Fort Bend County, Texas","716,087","351,707","364,380","43,243","89,480","109,326","101,267","44,416","41,295",36.0,"172,672","247,234","144,117","1,678","139,521","233,272",95389,222936,76886,115421,65676,117328,41181,99055,107072,59379,105944,50574,9096.0,239400,7.9,42.7,53.2,45.2,35.2,362971,4.2
48167,"Galveston County, Texas","322,225","159,258","162,967","20,760","40,593","43,953","44,600","23,455","19,222",38.0,"77,492","185,848","40,781",943,"8,401","142,329",69190,116557,31607,42517,51187,86777,36589,77158,80304,49905,82879,42656,2372.0,174700,13.4,32.4,34.8,28.4,27.7,164010,7.6
48187,"Guadalupe County, Texas","151,249","74,779","76,470","8,826","19,125","20,680","21,590","10,511","6,810",36.7,"56,499","77,749","10,620",140,"2,338","55,019",64343,50864,81551,66518,49577,71175,34572,65888,76330,44269,72980,35572,1197.0,173900,4.3,22.2,31.9,30.8,19.6,73735,2.9
48201,"Harris County, Texas","4,538,028","2,257,512","2,280,516","327,682","734,727","648,514","574,179","258,488","227,608",33.1,"1,904,959","1,397,822","844,188","7,233","312,611","1,720,570",56629,1583582,39067,68693,45167,84974,33613,56137,66877,44063,64008,40330,16721.0,156000,9.9,32.0,30.0,28.6,29.1,2338253,5.7
48209,"Hays County, Texas","194,739","97,071","97,668","24,116","27,054","25,141","23,198","10,527","9,905",31.5,"73,180","107,792","8,286",368,"3,498","72,977",58870,67346,77732,36928,49292,64718,19400,66799,74233,46118,78580,35140,2076.0,203900,6.1,38.0,35.8,34.6,34.2,103899,4.2
48213,"Henderson County, Texas","79,545","38,554","40,991","4,557","7,808","8,753","10,312","7,382","4,434",44.3,"9,578","62,597","5,655",375,593,"40,114",47906,29103,32708,36056,35401,50255,43634,61198,55171,38083,56510,22436,47.0,108800,3.3,15.5,17.6,21.7,22.7,34577,3.9
48215,"Hidalgo County, Texas","842,304","410,257","432,047","65,437","110,155","109,477","89,612","35,441","33,849",29.1,"768,798","58,583","4,222",102,"8,760","264,607",35730,225692,55751,71336,33363,52983,21328,36395,44838,27293,38222,21756,2929.0,81700,4.3,19.1,17.2,18.5,13.1,339376,8.7
48245,"Jefferson County, Texas","254,308","130,017","124,291","18,758","37,708","32,227","32,519","17,356","14,438",35.8,"49,660","106,562","85,255",314,"8,316","108,130",48005,94743,34421,31970,50472,62314,37220,50465,55758,37228,58499,26911,505.0,101000,6.0,20.3,18.5,16.7,22.3,112980,5.6
48257,"Kaufman County, Texas","114,690","55,993","58,697","6,976","14,853","14,601","16,870","7,364","6,073",35.6,"22,926","76,410","12,424",392,"1,368","39,462",58141,35802,29386,101295,44646,65719,24307,76013,64959,36610,71591,29570,265.0,145600,9.4,22.6,26.7,19.5,13.7,56157,8.4
48303,"Lubbock County, Texas","299,453","147,598","151,855","38,065","43,386","33,515","31,532","16,751","14,219",30.5,"103,197","162,971","18,218","1,284","6,534","123,097",47897,108485,32833,33003,40997,54268,26831,50887,62253,42148,60346,30109,952.0,124500,11.1,28.8,26.2,25.4,24.9,149145,3.9
48309,"McLennan County, Texas","245,671","119,750","125,921","26,367","31,175","28,315","27,644","14,395","13,314",33.2,"62,967","139,454","35,212",249,"4,217","98,660",46602,87308,26776,26060,36379,58050,16777,48334,61124,39895,56961,24834,587.0,124500,10.6,23.4,20.9,23.9,24.5,117559,5.4
48329,"Midland County, Texas","161,077","80,508","80,569","12,709","27,733","19,838","17,971","9,944","8,451",31.5,"70,314","75,983","8,932",272,"2,715","59,512",81064,56280,66430,117692,78698,83012,76303,84899,84185,45409,95626,42020,761.0,198000,5.2,21.5,29.9,25.6,32.2,85957,4.2
48339,"Montgomery County, Texas","537,559","265,674","271,885","33,277","66,968","72,643","75,880","34,923","31,295",36.4,"124,265","363,791","22,481","1,071","14,434","202,464",71577,185869,52157,101992,50530,78684,41250,72036,90618,48524,84432,42310,4970.0,201300,9.7,31.3,41.8,33.5,28.9,260159,5.4
48347,"Nacogdoches County, Texas","65,664","31,215","34,449","8,460","8,158","7,106","7,073","3,956","3,427",30.7,"12,390","39,231","12,062",194,"1,209","28,036",39865,23493,21589,76196,40223,47245,8703,37438,54979,31204,52840,18338,13.0,107100,3.7,24.9,26.9,24.6,22.3,31232,10.3
48355,"Nueces County, Texas","359,715","177,231","182,484","25,705","52,454","44,928","44,013","22,914","20,388",35.0,"225,801","109,459","13,381",918,"7,193","147,936",50587,130207,41380,74158,43092,64325,21917,55795,56814,39462,60931,29166,1205.0,122200,6.2,20.6,23.5,18.5,21.6,178381,5.9
48361,"Orange County, Texas","84,260","41,925","42,335","5,694","10,319","10,204","11,069","4,748","6,098",37.1,"6,016","68,391","7,597",83,959,"36,484",50429,32848,41189,88183,60533,51503,35329,51819,67996,31803,62743,31651,219.0,107100,2.3,19.4,12.2,14.9,18.0,39436,8.5
48367,"Parker County, Texas","126,042","63,083","62,959","7,435","13,719","16,198","18,137","9,837","7,495",39.3,"14,735","105,773","1,555",371,616,"48,256",67012,42804,48767,131818,51091,70915,13520,71874,80453,46958,76259,31032,383.0,166700,9.6,24.8,32.6,27.1,19.7,63865,5.3
48375,"Potter County, Texas","121,802","62,907","58,895","8,743","17,904","16,004","15,014","7,453","6,217",33.9,"45,863","55,567","9,696",295,"6,291","49,445",40536,43715,23420,50976,36085,46492,21687,41839,48703,31723,47272,27556,502.0,91300,2.7,14.9,16.7,16.0,15.0,57604,4.2
48381,"Randall County, Texas","130,269","64,154","66,115","9,666","18,991","17,097","15,317","8,012","8,239",35.6,"26,637","95,068","3,060",352,"2,210","53,936",61984,48323,51710,63107,51125,66150,26176,66306,70862,50238,76811,40593,48.0,154800,7.1,28.6,32.5,31.4,34.3,68655,2.5
48397,"Rockwall County, Texas","90,861","43,881","46,980","4,665","9,598","14,202","13,268","6,195","4,011",38.6,"15,553","65,365","4,533",554,"2,381","31,609",90940,30229,60446,222760,45439,96881,42217,91997,122593,54821,105168,46976,1046.0,233200,9.8,39.0,47.2,37.5,30.2,46148,4.8
48423,"Smith County, Texas","222,936","106,810","116,126","17,293","29,785","26,329","26,198","16,206","10,959",36.4,"42,472","134,348","38,332",615,"3,427","88,869",49060,78380,30391,36150,40688,62038,32134,46361,69050,40985,60736,32016,420.0,145500,11.1,23.6,22.5,25.3,25.8,103110,4.6
48439,"Tarrant County, Texas","1,982,498","970,021","1,012,477","134,760","292,787","273,520","268,912","115,793","103,208",34.3,"558,716","961,184","308,800","6,248","102,381","747,681",60737,685443,44539,64155,45314,72610,31410,60573,72393,46395,71361,37643,5850.0,153200,8.6,30.9,32.4,30.6,28.9,1024446,5.0
48451,"Tom Green County, Texas","118,105","58,956","59,149","10,592","18,814","12,150","13,524","7,051","6,704",34.1,"45,859","63,690","4,980",235,"1,925","48,282",48114,44422,26190,73601,34641,60766,28098,53290,61030,40012,61417,29477,236.0,124300,17.8,23.3,24.0,25.3,21.2,57194,2.8
48453,"Travis County, Texas","1,176,558","592,723","583,835","82,291","234,794","185,564","149,948","63,329","58,893",33.6,"398,770","580,542","94,210","1,172","75,463","486,544",65269,446342,42752,86508,45024,80190,28447,66040,77461,51614,80519,49790,5652.0,277100,13.4,50.4,48.7,45.5,41.4,670345,4.2
48485,"Wichita County, Texas","131,705","69,081","62,624","12,644","18,795","15,837","15,330","9,186","6,992",34.7,"24,546","87,109","12,801",900,"3,278","56,105",45416,48070,25828,67788,29965,48270,33360,43112,57821,40485,59224,30489,72.0,98400,6.4,21.0,25.1,22.2,21.6,62800,5.3
48491,"Williamson County, Texas","508,514","249,967","258,547","27,971","69,996","83,524","69,707","27,277","24,890",35.8,"122,527","309,737","31,056",746,"31,035","181,000",78311,170987,69778,102416,60762,81843,40522,80840,89416,53928,89781,50022,3747.0,227000,11.5,36.5,44.3,40.5,39.5,270636,4.8
49011,"Davis County, Utah","336,043","167,903","168,140","23,111","48,238","48,526","34,262","16,345","14,575",30.4,"31,539","282,880","3,467",704,"6,360","104,990",72016,99998,56332,56304,43024,77744,29405,70978,90526,60149,80362,40236,1367.0,243900,5.7,31.2,40.5,37.3,34.8,164266,3.3
49035,"Salt Lake County, Utah","1,107,314","555,889","551,425","79,318","182,533","158,224","125,363","56,519","55,604",32.3,"198,939","798,601","18,746","6,429","43,467","380,781",65694,357623,40452,63727,47447,70769,36457,67152,79775,46342,75900,40860,3333.0,256800,8.5,34.5,34.2,32.0,31.3,586202,3.8
49057,"Weber County, Utah","243,645","122,592","121,053","17,598","36,755","32,234","27,255","12,728","12,949",32.4,"43,631","186,743","2,157","1,507","2,641","88,593",59146,80988,35402,66239,42370,62193,39023,61708,72778,47005,68284,31857,650.0,172200,2.4,20.8,20.2,27.5,20.9,120341,5.2
50007,"Chittenden County, Vermont","161,382","78,544","82,838","17,818","21,405","18,563","22,181","12,273","8,974",37.0,"3,633","143,771","4,095",213,"6,420","67,884",67997,64271,41295,42055,69688,70171,32306,71271,83585,47400,91237,45542,229.0,282800,19.2,56.5,55.6,47.6,43.5,95290,3.1
51003,"Albemarle County, Virginia","105,703","50,126","55,577","6,745","14,250","11,815","12,986","7,758","6,386",37.7,"6,112","81,733","10,576",153,"5,210","44,260",70589,39916,47143,57107,48192,77821,45735,62392,81495,58399,94382,40943,432.0,324700,12.6,54.8,58.7,48.8,49.0,54735,3.3
51013,"Arlington County, Virginia","229,164","113,981","115,183","15,253","60,399","38,745","28,056","12,011","10,674",34.4,"35,911","141,340","19,676",160,"24,120","112,517",106768,103408,65368,85610,72471,123153,80602,105554,126704,77765,143843,86874,245.0,655000,60.2,81.9,74.9,68.7,58.2,153475,4.1
51041,"Chesterfield County, Virginia","335,687","160,780","174,907","21,524","39,689","45,563","49,007","24,890","19,346",38.1,"27,400","210,702","76,062",504,"10,622","127,902",75131,121529,65242,72419,52618,81357,42572,78880,84457,54938,86675,43907,1053.0,221100,11.0,33.7,38.7,40.7,33.7,183061,4.9
51059,"Fairfax County, Virginia","1,142,234","565,709","576,525","68,613","157,692","166,394","170,216","75,726","68,486",37.6,"186,859","585,950","105,962",697,"216,321","412,082",113208,392822,82934,106106,78330,127982,52045,108394,132070,91242,129538,80725,823.0,544900,22.5,57.4,63.3,60.7,54.2,655076,4.7
51087,"Henrico County, Virginia","325,155","152,748","172,407","18,803","47,799","43,159","45,361","21,721","19,974",38.0,"17,825","176,188","95,788",776,"26,389","135,565",66085,125854,47241,98286,64057,73358,40071,70453,77356,50826,82338,39129,749.0,229700,15.3,46.6,51.6,44.2,34.2,183710,5.3
51107,"Loudoun County, Virginia","375,629","186,490","189,139","18,389","46,972","65,685","59,598","19,372","16,672",35.8,"50,910","214,958","26,486",623,"63,929","126,508",125003,120559,103199,135365,85427,133147,51726,122088,149402,78291,141487,67330,2635.0,477700,16.0,55.7,72.7,59.7,41.9,212056,3.3
51153,"Prince William County, Virginia","451,721","225,662","226,059","29,509","63,967","69,340","66,671","25,927","21,050",34.6,"100,678","201,791","90,816","1,543","35,587","145,855",99766,139082,96592,85629,63110,111862,36022,94049,115035,76524,108243,60587,1444.0,369600,9.4,37.6,40.5,41.2,37.1,246167,5.3
51165,"Rockingham County, Virginia","78,593","38,327","40,266","5,040","8,557","8,781","11,081","5,915","4,939",42.1,"4,997","70,327","1,735",348,628,"34,713",51979,30318,65167,85677,53309,51571,45300,65521,55508,38687,58219,32135,343.0,193800,2.9,27.0,34.1,24.4,15.5,39513,4.1
51177,"Spotsylvania County, Virginia","130,475","64,161","66,314","8,203","15,290","18,239","19,606","9,330","6,955",37.7,"11,568","89,834","20,788",663,"3,132","46,564",75535,42568,70150,51824,55441,77579,50337,71113,97463,52091,84401,47130,390.0,269600,16.4,27.6,36.3,33.6,23.7,69006,5.8
51199,"York County, Virginia","67,837","33,305","34,532","4,179","7,542","8,765","9,860","4,763","4,329",39.3,"4,145","48,671","8,194",254,"3,438","27,656",84580,24660,90000,62123,44733,89045,34772,72363,115271,57795,96334,46992,110.0,309600,10.7,33.9,41.0,52.1,29.7,36403,7.2
51510,"Alexandria city, Virginia","153,511","74,989","78,522","8,035","34,707","29,079","20,303","9,876","6,975",36.6,"25,573","79,782","30,984",0,"9,874","76,515",90056,69008,50638,100750,62162,115300,39574,89474,105081,75995,112337,75195,193.0,541700,22.9,61.4,60.1,60.9,53.2,101232,3.4
51550,"Chesapeake city, Virginia","235,429","114,964","120,465","15,323","33,841","31,423","33,286","17,252","12,451",36.7,"12,959","137,191","69,072",506,"8,085","88,893",67491,83593,54536,68527,54287,77110,64695,62783,83028,51606,78498,43352,1097.0,259200,10.5,31.7,35.4,32.1,27.3,122387,5.4
51680,"Lynchburg city, Virginia","79,812","38,614","41,198","11,008","11,064","7,045","7,683","3,759","4,387",28.7,"2,689","50,142","22,514",219,"2,339","32,377",39374,27864,25447,97009,40163,48560,26484,41714,47245,37433,52848,28592,77.0,156100,10.9,37.1,34.3,31.6,30.2,36285,4.7
51700,"Newport News city, Virginia","182,385","88,385","94,000","18,276","30,502","20,862","22,030","10,052","10,318",32.8,"15,780","81,371","70,751",346,"6,405","77,584",48630,70546,37674,65173,45949,65063,22403,47727,63762,43202,59348,33934,107.0,196400,6.8,24.8,27.1,25.6,20.1,96065,7.6
51710,"Norfolk city, Virginia","246,393","128,917","117,476","36,353","46,244","26,801","27,179","13,823","11,693",30.2,"18,760","108,400","101,262","1,251","9,100","97,141",45996,87819,31950,50210,36910,61202,31433,46622,56000,39752,52636,34025,405.0,204800,4.2,26.8,32.0,25.4,23.2,136243,9.1
51740,"Portsmouth city, Virginia","96,201","45,900","50,301","7,964","15,973","10,578","11,025","5,415","6,379",33.6,"3,896","37,478","50,038",471,530,"41,143",49242,36654,37173,107917,68421,58763,30554,50253,57228,34075,57845,32988,94.0,162300,12.3,23.7,30.2,21.8,21.1,49376,13.6
51760,"Richmond city, Virginia","220,289","104,793","115,496","21,489","46,057","25,859","25,811","13,664","13,311",33.6,"14,259","89,123","104,138",93,"4,866","100,389",39906,91396,25233,47666,42357,60025,14986,42719,42119,35196,51341,28988,258.0,199900,12.6,44.8,40.7,34.3,29.0,120892,8.6
51770,"Roanoke city, Virginia","99,897","47,252","52,645","6,839","15,793","12,585","12,604","6,054","7,132",36.9,"6,091","59,567","27,458",27,"2,673","47,332",39835,41501,26211,38672,35389,42711,20655,35502,49892,37607,48356,30429,14.0,134100,10.2,20.3,28.6,21.1,18.7,49315,6.9
51800,"Suffolk city, Virginia","88,161","43,048","45,113","6,393","11,169","11,260","13,076","5,625","5,296",38.2,"3,539","43,742","37,019",344,"1,880","35,475",61203,32232,41974,41413,61014,75485,37898,61664,75766,41895,67783,36815,362.0,234200,5.7,28.6,29.7,27.6,25.1,44768,5.9
51810,"Virginia Beach city, Virginia","452,745","222,684","230,061","35,774","76,016","58,189","60,230","30,992","22,350",35.4,"36,309","281,686","85,867","1,024","28,358","183,123",67281,169097,47238,75177,61998,72566,44798,67110,81398,53580,77264,45502,696.0,262900,7.6,28.3,37.5,34.0,31.5,256204,5.6
53011,"Clark County, Washington","459,495","227,728","231,767","27,205","59,288","62,473","61,697","31,021","27,534",38.0,"41,538","364,119","7,983","2,187","19,723","174,714",64275,166335,40861,65463,42489,66778,42234,68227,73193,47058,73429,40733,2220.0,262700,6.0,26.3,27.3,27.8,28.2,228322,5.6
53029,"Island County, Washington","80,593","40,718","39,875","5,306","10,664","7,672","9,627","5,840","6,453",45.6,"5,900","63,861","2,731",932,"3,982","40,854",60532,32939,70330,107574,28251,60525,30069,61589,74788,51909,71991,36406,281.0,307500,6.3,24.7,24.6,33.3,38.4,38721,5.6
53033,"King County, Washington","2,117,125","1,057,544","1,059,581","134,677","366,728","313,181","294,889","138,876","120,791",37.2,"200,748","1,302,624","131,436","11,978","344,134","893,176",81916,845990,42282,95540,54926,88438,42226,90700,95610,54338,102207,53451,4010.0,438100,21.0,56.0,55.1,47.2,42.2,1198303,5.1
53035,"Kitsap County, Washington","260,131","133,123","127,008","20,289","36,154","28,996","33,623","20,017","16,481",39.4,"19,625","200,223","6,238","1,955","10,679","109,684",66090,98490,39559,82687,69511,65846,39004,70452,81514,54825,78341,37142,796.0,269200,7.4,24.7,32.5,32.1,31.6,129631,6.3
