"GEO_ID","NAME","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_001E","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003M","S1903_C01_003E","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005M","S1903_C02_005E","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C01_007M","S1903_C01_007E","S1903_C01_008M","S1903_C01_008E","S1903_C02_008E","S1903_C02_008M","S1903_C01_009M","S1903_C01_009E","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012M","S1903_C02_012E","S1903_C01_013M","S1903_C01_013E","S1903_C02_013E","S1903_C02_013M","S1903_C01_014M","S1903_C01_014E","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015M","S1903_C02_015E","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017M","S1903_C01_017E","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018M","S1903_C02_018E","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020M","S1903_C01_020E","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022M","S1903_C02_022E","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024M","S1903_C02_024E","S1903_C01_025M","S1903_C01_025E","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026M","S1903_C02_026E","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028M","S1903_C01_028E","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030M","S1903_C02_030E","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"0500000US34007","Camden County, New Jersey","2553","57352","2273","189895","68.1","1.0","65066","2861","0.8","19.1","45504","3408","N","N","22188","16885","4.1","0.4","16035","61591","N","N","-","**","39569","5260","0.7","6.6","0.4","1.6","57900","21897","0.8","10.7","40392","4538","65.1","0.9","65997","2477","2.7","0.6","12995","32918","1.1","34.3","59884","6108","1.0","41.8","71762","3875","21.1","1.0","3002","36360","125354","3699","70844","3667","2.0","46.4","64758","6523","53.6","2.0","4795","75769","67.4","1.9","87090","3781","1.8","23.5","30609","4209","9.1","1.2","48189","7325","64541","3238","3563","34335","56.8","2.6","29738","3250","49.4","2.8","1746","26689","1.5","7.4","68452","10798","43.2","2.6","4064","40168","34.4","2.5","34842","5551","1.9","8.8","68918","10496","35.4","(X)","(X)","(X)","36.9","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"0500000US34009","Cape May County, New Jersey","2844","53392","3666","42763","93.4","1.7","54274","4271","N","N","37589","35865","N","N","11558","3284","N","N","N","N","N","N","-","**","N","N","N","N","N","N","43829","6153","N","N","51400","8190","91.0","1.9","54571","5107","3.4","2.2","21251","36259","2.3","22.6","76302","15479","2.3","42.2","69143","6360","31.7","2.5","4234","35187","29331","2329","72075","6676","N","N","81375","10805","N","N","5907","67104","N","N","77964","6752","N","N","35903","9870","N","N","48015","11571","13432","1545","4357","32667","61.4","5.7","28682","4261","56.2","6.8","3297","27311","3.6","5.1","36486","1830","38.6","5.7","12442","37745","32.8","5.6","36398","10991","3.0","5.9","47355","54312","24.9","(X)","(X)","(X)","27.4","(X)","(X)","(X)","17.9","(X)","(X)","(X)",
"0500000US34011","Cumberland County, New Jersey","2022","51619","2460","50237","70.6","2.5","56786","4825","1.5","16.7","40252","5510","N","N","N","N","N","N","53121","111232","N","N","-","**","24915","8928","1.9","8.5","N","N","45954","2684","2.0","17.9","37790","11323","62.3","2.6","59460","8010","4.1","1.5","6399","25979","2.1","30.5","54586","9512","1.9","41.7","64868","8764","23.8","1.6","5223","31689","34807","2000","64583","4906","3.6","42.2","59203","9917","57.8","3.6","5957","69479","66.6","3.9","78781","5337","3.4","23.6","22713","4958","9.8","2.4","56107","11815","15430","1701","3857","23753","57.1","5.8","23320","4005","52.7","6.1","3807","21909","2.1","4.5","39150","12597","42.9","5.8","14754","25370","34.3","5.8","17873","14245","4.3","8.6","50955","16756","39.4","(X)","(X)","(X)","41.6","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"0500000US34013","Essex County, New Jersey","3883","52394","1225","275417","45.4","1.0","75032","2380","0.9","41.9","38672","2103","N","N","N","N","3.7","0.4","13638","91855","N","N","-","**","32147","5807","0.7","5.3","0.5","3.4","32029","8806","0.8","17.0","37444","4221","37.1","0.7","82909","4417","2.7","0.5","6616","25106","1.1","37.6","51864","1638","1.0","39.6","64311","3525","20.0","0.7","3935","36266","175731","4591","66439","2124","1.7","51.1","60237","4446","48.9","1.7","3446","71333","59.2","1.5","95442","3609","1.5","31.0","31917","2819","9.9","1.1","42825","6790","99686","3821","1771","31659","58.5","2.3","29229","3380","50.8","2.2","1846","26167","1.3","7.7","64421","17535","41.5","2.3","4166","34647","34.4","2.5","30750","2628","1.2","7.0","57795","10307","39.7","(X)","(X)","(X)","40.2","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"0500000US34015","Gloucester County, New Jersey","1463","70514","2509","104782","84.8","1.0","72041","2972","0.8","10.1","41115","5632","N","N","N","N","N","N","86469","96712","N","N","-","**","59598","16189","N","N","N","N","75876","30126","0.6","3.1","60280","10691","83.6","1.2","72110","3153","2.3","0.9","20582","21806","1.3","33.4","81491","3476","1.3","42.9","78200","4827","21.4","1.0","3877","40870","74830","2489","81179","3716","2.2","45.7","84575","5422","54.3","2.2","3656","79009","77.4","2.7","91297","3358","2.0","16.7","45474","14112","5.9","1.5","55465","5155","29952","2213","7139","37936","56.5","3.9","30169","6076","46.9","3.9","3732","25419","2.3","9.6","60651","18529","43.5","3.9","7089","47087","37.3","3.7","42126","9493","2.0","6.2","80266","16887","27.0","(X)","(X)","(X)","27.6","(X)","(X)","(X)","25.2","(X)","(X)","(X)",
"0500000US34017","Hudson County, New Jersey","3159","54817","2503","238692","57.9","1.2","58056","3628","0.8","13.3","43654","4502","N","N","46510","21042","12.2","0.8","11168","80260","N","N","-","**","42977","4569","0.9","14.2","0.5","2.3","53221","27315","1.0","36.9","41545","2391","37.2","1.1","70088","3370","2.8","0.6","12585","33484","1.0","45.6","67235","2867","1.0","34.6","56863","4114","17.1","0.8","3113","29863","147709","4043","57978","2607","1.6","44.6","50513","1807","55.4","1.6","4190","64394","61.9","2.0","77989","5192","1.8","27.3","30144","2762","10.8","1.2","48441","6843","90983","3989","3117","44435","50.4","2.3","31558","3583","40.6","2.6","2755","23924","1.6","9.8","80858","15106","49.6","2.3","5812","54251","37.2","2.2","46019","2686","1.5","12.4","101731","22629","38.8","(X)","(X)","(X)","42.0","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US34019","Hunterdon County, New Jersey","1296","97874","8666","47550","94.2","1.6","99359","8247","N","N","61114","27496","N","N","-","**","N","N","28278","86273","N","N","250,000+","***","110721","97110","N","N","N","N","137425","60283","N","N","110798","22102","91.6","1.5","98825","8153","0.6","0.5","14951","31573","1.8","26.0","104619","15737","2.1","53.1","114770","8833","20.4","1.4","6860","57257","34859","1555","114817","8226","N","N","123825","11816","N","N","7320","107018","N","N","127758","11590","N","N","47154","15049","N","N","41576","41909","12691","1599","9680","55855","53.5","5.9","39852","15512","45.9","5.8","6499","35948","2.7","7.6","89643","21379","46.5","5.9","11286","70474","40.3","6.3","68755","6772","3.1","6.2","100467","24980","22.8","(X)","(X)","(X)","23.3","(X)","(X)","(X)","17.9","(X)","(X)","(X)",
"0500000US34021","Mercer County, New Jersey","1684","70956","2427","131500","66.9","1.1","80133","3377","1.0","20.4","45568","7084","N","N","N","N","7.9","0.6","17873","126093","N","N","-","**","55550","24556","0.9","3.5","N","N","42387","31314","1.0","10.5","45755","10438","60.9","1.0","82399","3189","2.5","0.7","16290","15994","1.2","33.4","78027","5628","1.3","42.6","86863","5761","21.5","0.8","3900","43919","89638","2817","85547","4477","2.0","46.1","88874","6016","53.9","2.0","4466","83149","73.4","2.2","105917","4529","2.1","19.9","44551","9156","6.7","1.4","57759","5548","41862","2932","3716","39608","57.5","3.5","34566","3589","46.1","3.4","2657","32228","2.7","11.4","64375","15650","42.5","3.5","9844","46243","32.6","3.5","39650","4774","2.5","9.8","91293","31719","31.1","(X)","(X)","(X)","30.7","(X)","(X)","(X)","29.3","(X)","(X)","(X)",
"0500000US34023","Middlesex County, New Jersey","3139","76443","2032","278877","68.1","1.0","71540","1872","0.6","8.9","72618","11031","N","N","112784","62545","18.4","0.6","2751","100316","N","N","80686","5312","59784","10547","0.4","2.4","0.5","1.9","69971","19001","0.6","14.5","57175","4999","56.7","1.0","75615","2377","2.0","0.4","18231","26157","0.9","35.9","82012","2896","0.8","41.5","88097","3604","20.6","0.5","3003","48138","203542","4128","88678","2443","1.5","49.0","92467","4978","51.0","1.5","4639","85296","75.8","1.3","100380","1149","1.3","17.2","52650","2795","7.0","0.9","64834","11285","75335","3208","3762","44139","54.1","2.5","36267","3226","45.3","2.6","2403","32283","1.9","8.8","78459","3333","45.9","2.5","2487","52067","34.7","2.5","47850","6089","1.7","11.2","66838","11544","31.9","(X)","(X)","(X)","32.5","(X)","(X)","(X)","28.6","(X)","(X)","(X)",
"0500000US34025","Monmouth County, New Jersey","2773","80816","2234","234582","86.4","0.6","83270","3450","0.6","6.3","44540","7120","N","N","22229","2113","4.0","0.3","13931","117283","N","N","-","**","44633","9782","N","N","0.5","2.1","58191","23437","0.5","6.9","52737","3904","81.7","0.7","85447","3431","1.8","0.5","6844","36575","0.7","28.4","91035","4272","0.7","46.4","97675","4953","23.3","0.6","2585","44653","159264","3480","101714","2335","1.6","46.4","110661","2714","53.6","1.6","3183","94785","79.6","1.5","115662","4349","1.3","15.2","42830","7245","5.2","0.9","61997","8191","75318","3777","2806","42034","57.8","2.6","32189","3473","50.2","2.4","2719","28332","1.6","7.6","80243","19122","42.2","2.6","5923","54889","33.0","2.6","50575","4692","1.6","9.2","90296","12034","28.8","(X)","(X)","(X)","29.7","(X)","(X)","(X)","26.2","(X)","(X)","(X)",
"0500000US34027","Morris County, New Jersey","2726","91469","2256","177786","85.4","1.0","91905","2674","0.5","3.1","49400","14383","N","N","N","N","7.9","0.5","18915","115454","N","N","-","**","72191","16853","0.7","2.4","N","N","95324","23394","0.8","8.8","69418","4067","79.1","1.1","94039","3456","1.0","0.4","8430","44828","0.9","30.5","97025","4722","0.9","45.8","107972","5911","22.7","0.8","5852","53270","128754","3734","107639","3819","1.9","47.9","114754","10209","52.1","1.9","5168","100703","83.0","1.7","124533","4137","1.6","12.4","62294","6411","4.6","1.0","74280","13169","49032","2642","2814","50328","56.9","3.1","41202","6133","51.3","3.2","4656","37372","1.5","5.6","117367","18322","43.1","3.1","9258","57288","33.6","3.4","50528","2755","2.3","9.5","117682","41531","29.1","(X)","(X)","(X)","28.9","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"0500000US34029","Ocean County, New Jersey","3427","57128","2033","220972","93.6","0.6","57982","2873","0.4","2.9","44602","13643","N","N","-","**","N","N","73403","89351","N","N","-","**","46125","13207","N","N","N","N","55269","24769","0.5","5.2","46750","13674","90.1","0.7","58511","3194","1.3","0.5","22417","43492","1.0","25.5","68040","5306","0.8","38.5","76621","2754","34.6","0.8","2094","36983","148222","4705","74045","2144","1.5","39.7","73324","4665","60.3","1.5","2388","74347","80.1","1.7","82040","2989","1.5","14.8","41738","3056","5.1","0.9","60213","7989","72750","3660","1420","31464","61.8","2.8","27086","1547","55.5","2.8","1556","25472","1.3","6.3","51795","10210","38.2","2.8","5529","41367","30.1","2.5","35676","3468","1.9","8.0","61638","20891","30.3","(X)","(X)","(X)","31.8","(X)","(X)","(X)","24.8","(X)","(X)","(X)",
"0500000US34031","Passaic County, New Jersey","2158","53993","2556","161527","71.1","1.4","64520","3410","1.0","13.2","30219","4275","N","N","50244","38177","3.9","0.4","9808","94232","N","N","-","**","28660","3787","1.1","10.5","N","N","40768","28499","1.3","30.6","34678","3744","52.2","1.4","75117","3448","2.1","0.6","4873","30588","1.3","34.6","51764","3172","1.4","43.4","68004","4160","19.9","1.1","6175","34810","113041","3597","65248","2831","2.1","49.3","57250","6503","50.7","2.1","4355","73439","67.8","2.3","84087","4805","1.9","24.5","29359","3291","7.7","1.3","47150","13856","48486","3497","2025","30695","55.2","3.3","26656","3226","49.6","3.4","2859","24448","1.7","5.6","52595","20390","44.8","3.3","8760","35566","37.8","3.7","31201","2332","2.2","7.0","82837","28745","29.6","(X)","(X)","(X)","30.2","(X)","(X)","(X)","25.7","(X)","(X)","(X)",
"0500000US34033","Salem County, New Jersey","801","56357","4639","24898","82.8","2.3","61152","5136","2.2","15.3","26217","12279","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","36141","4022","80.2","2.3","63159","6248","1.4","1.0","25951","10786","2.8","29.8","56976","6563","3.0","41.8","72041","7455","27.1","2.6","8850","33997","17465","1058","68858","6936","N","N","69001","11765","N","N","10404","68589","N","N","83424","9863","N","N","32377","14955","N","N","54946","16076","7433","942","6431","26506","47.3","6.7","20270","2353","43.7","6.7","1653","19662","3.8","3.5","106410","19597","52.7","6.7","11538","36110","45.8","7.0","35251","17171","3.8","6.9","55403","44559","31.4","(X)","(X)","(X)","33.9","(X)","(X)","(X)","24.7","(X)","(X)","(X)",
"0500000US34035","Somerset County, New Jersey","1862","94270","3617","115913","76.3","1.2","95207","4006","0.8","7.1","74232","9236","N","N","-","**","12.2","0.8","17439","117273","N","N","-","**","68631","32294","N","N","N","N","72431","50953","1.1","9.1","69958","19344","70.4","1.4","97647","5119","1.4","0.6","16342","50731","1.0","32.2","101330","7640","1.3","45.5","112543","7578","20.9","0.9","6368","58291","82598","2656","115339","6459","2.3","47.7","126776","7579","52.3","2.3","6209","107128","84.4","1.9","127257","5557","1.7","11.3","69797","11262","4.3","1.1","74187","19039","33315","2049","3351","52198","58.4","3.5","45080","7912","51.2","3.4","7226","38070","2.5","7.2","110066","23541","41.6","3.5","8632","61706","32.8","3.4","55305","6560","2.8","8.8","86589","21730","33.1","(X)","(X)","(X)","33.8","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US34037","Sussex County, New Jersey","1763","84115","7133","54881","94.8","1.6","84158","7440","N","N","N","N","N","N","-","**","N","N","N","N","N","N","-","**","N","N","N","N","N","N","105286","100271","N","N","61413","36363","90.2","1.2","84474","7538","0.9","0.6","16972","64735","2.1","29.5","84070","9291","2.0","50.9","100554","6330","18.7","1.4","8147","51427","41238","2037","95300","4612","3.0","42.1","96474","8649","57.9","3.0","4399","94663","80.7","2.7","105400","3445","2.4","13.6","51111","9904","5.8","1.7","68837","30232","13643","1590","7710","48096","53.1","6.9","36643","7987","45.1","6.3","4183","32742","3.3","8.0","100051","52466","46.9","6.9","8111","55400","36.2","6.7","48654","6896","4.3","10.8","63539","27071","29.9","(X)","(X)","(X)","31.7","(X)","(X)","(X)","23.1","(X)","(X)","(X)",
"0500000US34039","Union County, New Jersey","2025","66665","2173","183882","62.8","1.1","77858","5008","0.9","21.1","48748","3377","N","N","N","N","4.0","0.4","32402","101702","N","N","-","**","45459","2543","1.0","10.7","N","N","71058","21833","1.0","22.7","49304","3851","51.1","0.9","85670","4917","1.5","0.4","13874","44174","1.0","34.1","71376","6059","1.1","42.6","81059","3898","21.8","0.9","2418","40737","131811","3378","77361","4165","1.9","48.0","73906","7536","52.0","1.9","5153","80491","68.7","2.1","99451","4582","1.9","22.2","41842","3981","9.1","1.2","46004","14315","52071","3045","4478","38752","55.7","2.7","34789","2877","49.3","2.9","2956","32142","1.8","6.4","80308","12229","44.3","2.7","6138","44933","33.9","3.3","41071","3958","2.6","10.4","66413","19840","31.2","(X)","(X)","(X)","31.6","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"0500000US34041","Warren County, New Jersey","1370","71832","5465","41208","93.7","1.1","71572","5620","N","N","N","N","N","N","-","**","N","N","58238","92196","N","N","-","**","N","N","N","N","N","N","74935","47450","N","N","80912","22996","88.8","1.2","70701","6822","1.7","0.8","3787","25826","2.1","30.2","78575","8094","2.3","46.9","86128","9452","21.3","1.9","7481","37315","29638","1511","87132","8850","N","N","88652","12683","N","N","11056","86203","N","N","101228","4681","N","N","35249","13993","N","N","47196","6766","11570","1444","6048","36244","49.2","5.8","29908","4884","44.1","6.0","3721","27548","2.5","5.1","92833","29393","50.8","5.8","7683","40676","43.4","5.4","37215","8836","2.7","7.4","68438","30960","26.8","(X)","(X)","(X)","26.9","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"0500000US35001","Bernalillo County, New Mexico","2768","47624","1762","264189","74.8","1.2","51431","1514","0.3","3.1","35026","8829","3.6","0.4","45183","8240","2.0","0.3","24669","43937","N","N","-","**","39468","2466","1.2","13.8","0.5","2.8","33043","6559","0.9","39.6","40110","1540","50.9","0.8","57596","2935","6.8","0.7","3569","23922","0.8","35.3","47667","3620","0.9","38.2","60853","3014","19.6","0.6","2544","40047","163263","3864","60669","2009","1.8","47.0","49660","4309","53.0","1.8","3205","67930","68.6","2.0","73772","2952","1.6","21.1","30218","3174","10.2","1.5","39892","7420","100926","4289","1251","31921","53.8","2.0","30152","2402","43.9","2.1","2537","25477","1.5","9.9","45633","7281","46.2","2.0","3686","34391","34.7","2.1","31313","1708","1.7","11.5","52388","9265","28.2","(X)","(X)","(X)","30.0","(X)","(X)","(X)","23.2","(X)","(X)","(X)",
"0500000US35005","Chaves County, New Mexico","1607","34325","4364","23859","89.6","3.8","34525","5953","N","N","-","**","N","N","43482","42171","N","N","**","-","N","N","-","**","33532","4472","N","N","N","N","N","N","3.3","37.8","31417","4417","60.6","3.4","38928","8006","4.7","3.2","43268","27627","4.5","33.2","39754","7314","3.8","39.1","34897","8757","23.0","4.1","3550","31272","17123","1625","45052","6242","N","N","40067","7251","N","N","7943","51509","N","N","53860","6207","N","N","28510","5820","N","N","50087","41440","6736","1711","3529","17820","51.4","11.9","17105","5695","43.7","11.5","6129","13498","5.7","7.7","25000","7810","48.6","11.9","5100","18942","40.7","9.3","16377","3686","6.2","7.9","31537","15011","24.4","(X)","(X)","(X)","26.1","(X)","(X)","(X)","19.3","(X)","(X)","(X)",
"0500000US35013","Do?a Ana County, New Mexico","1862","35230","2850","73614","89.4","1.5","36921","3241","N","N","N","N","N","N","26745","22327","N","N","N","N","N","N","-","**","24915","4066","1.2","4.9","N","N","N","N","1.7","57.1","28995","3599","38.2","1.7","50325","3872","9.0","1.8","3115","15346","1.9","33.5","37036","5180","1.9","35.8","45574","4916","21.7","1.4","3478","32075","51835","2351","42303","4389","2.9","46.8","34025","3572","53.2","2.9","4944","49559","71.2","3.4","53857","4373","2.9","21.1","19935","4432","7.7","2.1","18329","2468","21779","1856","4062","22918","53.4","4.9","20737","2188","43.0","5.4","3351","18667","3.1","10.4","27436","5235","46.6","4.9","5281","29515","35.4","5.0","27142","14762","4.3","11.2","29719","2765","20.2","(X)","(X)","(X)","20.2","(X)","(X)","(X)","18.4","(X)","(X)","(X)",
"0500000US35031","McKinley County, New Mexico","1017","29369","2936","17100","22.5","3.6","54621","23680","N","N","55331","35926","67.2","4.3","22000","2811","N","N","N","N","N","N","-","**","46468","3960","N","N","N","N","75661","37821","3.4","14.7","46235","14927","N","N","65104","23474","1.7","1.1","8535","15000","5.3","33.5","32363","12407","5.1","40.0","31419","5965","24.8","3.7","4294","20620","12366","1259","34880","8147","N","N","30970","9493","N","N","11653","41301","N","N","45675","6621","N","N","28792","7069","N","N","18583","17173","4734","915","5592","18255","47.4","9.6","21872","3921","42.9","10.0","5308","21388","3.0","4.5","33109","34840","52.6","9.6","7638","15290","50.8","9.3","15343","7902","1.9","1.9","12153","37144","40.9","(X)","(X)","(X)","45.5","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"0500000US35043","Sandoval County, New Mexico","1047","51959","3498","47217","79.8","2.4","53582","4078","N","N","85163","33489","9.4","1.4","39490","4733","N","N","127887","160038","N","N","-","**","59490","5836","1.8","6.1","N","N","41250","9273","2.0","29.9","42686","6791","57.6","2.2","60701","3394","2.8","1.3","6190","31977","2.2","32.9","58128","11474","2.1","44.5","59660","4116","19.8","1.2","4545","38742","34717","1889","59092","3564","3.6","43.4","52389","11200","56.6","3.6","2762","60840","71.0","3.1","72341","7671","2.8","17.4","32004","7304","11.6","2.5","39012","6089","12500","1450","5636","32463","49.0","6.0","26073","9744","40.7","5.7","6418","22044","3.7","8.4","36228","12057","51.0","6.0","9916","38064","38.0","6.3","36626","5535","4.8","13.0","63137","34175","34.4","(X)","(X)","(X)","33.8","(X)","(X)","(X)","30.6","(X)","(X)","(X)",
